"path","filename","lineNumber","line"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\ComplexComponentHelper.cs","ComplexComponentHelper.cs","126","                        m_DscQuery.PutItem(EnsembleTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workspaceGuid);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\ComplexComponentHelper.cs","ComplexComponentHelper.cs","164","            ISlbDscCollection delivTemplateColl = helper.GetCollection(""Deliv_Template"");"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\CustomComplexComponentProperty.cs","CustomComplexComponentProperty.cs","86","            var dscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\CustomComplexComponentProperty.cs","CustomComplexComponentProperty.cs","88","            dscQuery.ClearAll();"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\CustomComplexComponentProperty.cs","CustomComplexComponentProperty.cs","89","            dscQuery.PutItem(DelivTemplateTokens.PARENTDELIVTEMPLATEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO,"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\CustomComplexComponentProperty.cs","CustomComplexComponentProperty.cs","92","            dscQuery.ClearAll();"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\FilterFormatController.cs","FilterFormatController.cs","39","        private ISlbDscCollection m_LapColl;"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\FilterFormatController.cs","FilterFormatController.cs","78","            m_DscQuery.PutItem(LogicalAcqPassTokens.ACQDOMAINTYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, cIteratorInfo.Iterator);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\FilterFormatController.cs","FilterFormatController.cs","82","                m_DscQuery.PutItem(LogicalAcqPassTokens.DARGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, cIteratorInfo.Scope);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\FilterFormatController.cs","FilterFormatController.cs","85","            m_DscQuery.PutItem(LogicalAcqPassTokens.LAPSTATUSTYPE, -1, DscQueryType_t.DSC_QUERY_IN, LapStatusArray);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\FilterFormatController.cs","FilterFormatController.cs","87","            DscSort sortObj = new DscSort();"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\FilterFormatController.cs","FilterFormatController.cs","88","            sortObj.PutItem(LogicalAcqPassTokens.STARTTIME1900, -1, CollectionSortingOrder_t.SORTING_ORDER_ASCENDING);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\FilterFormatController.cs","FilterFormatController.cs","157","                            m_DscQuery.PutItem(LogicalAcqPassTokens.ACQDOMAINTYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, iteratorInfo.Iterator);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\FilterFormatController.cs","FilterFormatController.cs","158","                            m_DscQuery.PutItem(LogicalAcqPassTokens.GUID, -1, DscQueryType_t.DSC_QUERY_IN, UpdateLapGuidList.ToArray());"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\FilterFormatController.cs","FilterFormatController.cs","161","                                m_DscQuery.PutItem(LogicalAcqPassTokens.DARGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, iteratorInfo.Scope);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\FilterFormatController.cs","FilterFormatController.cs","198","            m_DscQuery.PutItem(LogicalAcqPassTokens.LAPTYPE, -1, DscQueryType_t.DSC_QUERY_NOT_IN, new object[] { ""Composite"", ""MergeComposite"", ""WellComposite"" });"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","58","        protected ISlbDscCollection m_LapColl;"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","59","        protected ISlbDscSummaryRecordCollection m_SumRecColl;"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","60","        protected ISlbDscCollection m_DarColl;"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","61","        protected ISlbDscCollection m_EnsembleColl;"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","62","        protected ISlbDscCollection m_ParamColl;"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","69","        DscSort m_dscSort = null;"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","204","            m_DscQuery.PutItem(LogicalAcqPassTokens.DARGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, m_iteratorInfo.Scope);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","205","            m_DscQuery.PutItem(LogicalAcqPassTokens.ACQDOMAINTYPE, -1, DscQueryType_t.DSC_QUERY_IN,"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","207","            m_DscQuery.PutItem(LogicalAcqPassTokens.LAPSTATUSTYPE, -1, DscQueryType_t.DSC_QUERY_IN,"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","217","            m_DscQuery.PutItem(LogicalAcqPassTokens.STARTTIME1900, -1, DscQueryType_t.DSC_QUERY_NOTEQUALTO, null);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","219","            m_dscSort = new DscSortClass();"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","220","            m_dscSort.PutItem(LogicalAcqPassTokens.STARTTIME1900, -1, CollectionSortingOrder_t.SORTING_ORDER_ASCENDING);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","337","                    repeat.SeparatorName = GCPropertyHelper.GetCode(lapGuid, out runGuid, ( ISlbWellLogDocument ) m_WLD,"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","448","                as ISlbDscSummaryRecordCollection;"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","489","                        m_DscQuery.PutItem(LogicalAcqPassTokens.ACQDOMAINTYPE, -1, DscQueryType_t.DSC_QUERY_IN,"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","491","                        m_DscQuery.PutItem(LogicalAcqPassTokens.GUID, -1, DscQueryType_t.DSC_QUERY_IN, changedIndexList);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","492","                        m_DscQuery.PutItem(LogicalAcqPassTokens.LAPSTATUSTYPE, -1, DscQueryType_t.DSC_QUERY_IN,"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","496","                        m_DscQuery.PutItem(LogicalAcqPassTokens.DARGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, runGuid);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","659","            m_DscQuery.PutItem(ParameterTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, osddCode);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","732","            m_DscQuery.PutItem(EnsembleTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workspaceGuid);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","733","            m_DscQuery.PutItem(EnsembleTokens.TOOLCODE, -1, DscQueryType_t.DSC_QUERY_LIKE, ""MRPC"");"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","734","            m_DscQuery.PutItem(EnsembleTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""ENSEMBLE_TOOL"");"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","764","            m_DscQuery.PutItem(EnsembleTokens.TOOLPATH, -1, DscQueryType_t.DSC_QUERY_EQUALTO, toolPathSamplingPoint);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","765","            m_DscQuery.PutItem(EnsembleTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workspaceGuid);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","871","            m_DscQuery.PutItem(EnsembleTokens.TOOLPATH, -1, DscQueryType_t.DSC_QUERY_EQUALTO, toolPath);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","872","            m_DscQuery.PutItem(EnsembleTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workspaceGuid);"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\StationController.cs","StationController.cs","966","            ISlbDscCollection delivTemplateColl = helper.GetCollection(""Deliv_Template"");"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\CustomTableViewerAdapter.cs","CustomTableViewerAdapter.cs","26","            ((TableDataProviderAdapter)m_TableDataProvider).m_Wld = this.GetDocument(""Well_Log_Document"") as ISlbWellLogDocument;"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\CustomTableViewerAdapter.cs","CustomTableViewerAdapter.cs","28","            ((TableDataProviderAdapter)m_TableDataProvider).m_LAPColl = this.m_LAPColl as ISlbDscLogicalAcqPassCollection;"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\MeasurePointReader.cs","MeasurePointReader.cs","9","        private ISlbDscMeasurePointCollection MyMeasPointColl = null;"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\MeasurePointReader.cs","MeasurePointReader.cs","11","        public MeasurePointReader(ISlbWellLogDocument wld)"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\MeasurePointReader.cs","MeasurePointReader.cs","17","            MyMeasPointColl = wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_MEASURE_POINT, false) as ISlbDscMeasurePointCollection;"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\MeasurePointReader.cs","MeasurePointReader.cs","29","            DscQueryClass repQuery = new DscQueryClass();"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\MeasurePointReader.cs","MeasurePointReader.cs","30","            repQuery.PutItem(MeasurePointTokens.ENSEMBLECODE, -1, DscQueryType_t.DSC_QUERY_CONTAINS, ensembleCode);"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\MeasurePointReader.cs","MeasurePointReader.cs","31","            repQuery.PutItem(MeasurePointTokens.MEASUREPOINTCODE, -1, DscQueryType_t.DSC_QUERY_CONTAINS, measurePointCode);"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\MeasurePointReader.cs","MeasurePointReader.cs","32","            repQuery.PutItem(MeasurePointTokens.ENSEMBLEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ensembleGuid);"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\ParameterReader.cs","ParameterReader.cs","11","        private ISlbWellLogDocument MyWld = null;"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\ParameterReader.cs","ParameterReader.cs","13","        private ISlbDscLogicalAcqPassCollection MyLapColl = null;"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\ParameterReader.cs","ParameterReader.cs","15","        public void Init(ISlbWellLogDocument wld, ISlbDscLogicalAcqPassCollection lapColl, string lapGuid)"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\ParameterReader.cs","ParameterReader.cs","60","        private string GetEntityGuid(ISlbDscLogicalAcqPassCollection lapColl, string lapGuid, string[] progIds)"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\ParameterReader.cs","ParameterReader.cs","76","            ISlbDscCollection darCollection = MyWld.GetCollection(DscDocumentCollectionTokens.DSC_COL_DATA_ACQUISITION_RUN, false);"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\ParameterReader.cs","ParameterReader.cs","86","            ISlbDscCollection ensembleCollection = MyWld.GetCollection(DscDocumentCollectionTokens.DSC_COL_ENSEMBLE, false);"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\ParameterReader.cs","ParameterReader.cs","91","                    DscQuery dscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\ParameterReader.cs","ParameterReader.cs","92","                    dscQuery.ClearAll();"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\ParameterReader.cs","ParameterReader.cs","93","                    dscQuery.PutItem(EnsembleTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workspaceGuid);"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\ParameterReader.cs","ParameterReader.cs","94","                    dscQuery.PutItem(EnsembleTokens.ENSEMBLEPROGID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, toolProgId);"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\TableDataProviderAdapter.cs","TableDataProviderAdapter.cs","15","        public ISlbWellLogDocument m_Wld = null;"
"HzApplications\Common\SharedUIComp\CustomTableAdapter\TableDataProviderAdapter.cs","TableDataProviderAdapter.cs","17","        public ISlbDscLogicalAcqPassCollection m_LAPColl;"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","41","                var dscQuery = SetupDscQuery(Osdd);"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","45","                dscQuery.ClearAll();"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","94","        private DscQueryClass SetupDscQuery(string Osdd)"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","97","            var dscQuery = new DscQueryClass();"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","98","            dscQuery.ClearAll();"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","99","            dscQuery.PutItem("
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","101","                DscQueryType_t.DSC_QUERY_EQUALTO, Osdd);"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","102","            dscQuery.PutItem("
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","104","                DscQueryType_t.DSC_QUERY_EQUALTO, Domain);"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","107","                dscQuery.PutItem("
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","109","                    DscQueryType_t.DSC_QUERY_EQUALTO, EnsembleId);"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","113","                dscQuery.PutItem("
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","114","                    RepresentationTokens.PROPERTIES, -1, DscQueryType_t.DSC_QUERY_CONTAINS, DscChannelRecordingModeValueMap[RecordingMode]);"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","118","                dscQuery.PutItem("
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","119","                    RepresentationTokens.SAMPLINGRATE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, SamplingRate);"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","122","            dscQuery.AddClause();"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\DataAccess\MaxwellChannelReaderContext.cs","MaxwellChannelReaderContext.cs","123","            return dscQuery;"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\CustomUIAdapter.DscRepInfo.cs","CustomUIAdapter.DscRepInfo.cs","16","        private ISlbDscRepresentationCollection _repCollection = null;"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\CustomUIAdapter.DscRepInfo.cs","CustomUIAdapter.DscRepInfo.cs","17","        public ISlbDscRepresentationCollection RepCollection"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\CustomUIAdapter.DscRepInfo.cs","CustomUIAdapter.DscRepInfo.cs","31","        private ISlbWellLogDocument wellLogDocument = null;"
"HzApplications\Common\SharedUIComp\CustomUIUtility\CustomUIAdapter\CustomUIAdapter.DscRepInfo.cs","CustomUIAdapter.DscRepInfo.cs","33","        public ISlbWellLogDocument WellLogDocument"
